source,target,source_basin_PTSD,target_basin_PTSD,source_basin_label_PTSD,target_basin_label_PTSD,count_PTSD,source_total_PTSD,probability_PTSD,subject_support_count_PTSD,subject_support_prop_PTSD,most_common_source_event_PTSD,most_common_target_event_PTSD,source_basin_HC,target_basin_HC,source_basin_label_HC,target_basin_label_HC,count_HC,source_total_HC,probability_HC,subject_support_count_HC,subject_support_prop_HC,most_common_source_event_HC,most_common_target_event_HC,source_basin,target_basin,source_basin_label,target_basin_label,PTSD_minus_HC_count,PTSD_minus_HC_probability,PTSD_minus_HC_subject_support_count,PTSD_minus_HC_subject_support_prop,abs_probability_difference
26,31,4.0,4.0,Global on,Global on,1.0,29.0,0.034482758620689655,1.0,0.041666666666666664,CS+,ITI,4.0,4.0,Global on,Global on,3.0,33.0,0.09090909090909091,3.0,0.125,ITI,ITI,4.0,4.0,Global on,Global on,-2.0,-0.05642633228840126,-2.0,-0.08333333333333334,0.05642633228840126
28,25,4.0,1.0,Global on,Global off,2.0,82.0,0.024390243902439025,2.0,0.08333333333333333,CS-,ITI,4.0,1.0,Global on,Global off,7.0,87.0,0.08045977011494253,5.0,0.20833333333333334,ITI,ITI,4.0,1.0,Global on,Global off,-5.0,-0.0560695262125035,-3.0,-0.125,0.0560695262125035
10,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Global off,Global off,4.0,72.0,0.05555555555555555,3.0,0.125,CS-,ITI,1.0,1.0,Global off,Global off,-4.0,-0.05555555555555555,-3.0,-0.125,0.05555555555555555
29,16,2.0,4.0,Threat-like,Global on,6.0,91.0,0.06593406593406594,5.0,0.20833333333333334,CS-,CS-,2.0,4.0,Threat-like,Global on,1.0,94.0,0.010638297872340425,1.0,0.041666666666666664,CS-,CS-,2.0,4.0,Threat-like,Global on,5.0,0.05529576806172551,4.0,0.16666666666666669,0.05529576806172551
19,31,3.0,4.0,Safety-like,Global on,5.0,62.0,0.08064516129032258,5.0,0.20833333333333334,ITI,ITI,3.0,4.0,Safety-like,Global on,2.0,78.0,0.02564102564102564,2.0,0.08333333333333333,ITI,CS-,3.0,4.0,Safety-like,Global on,3.0,0.05500413564929694,3.0,0.125,0.05500413564929694
25,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Global off,Global off,2.0,37.0,0.05405405405405406,2.0,0.08333333333333333,CS-,CS-,1.0,1.0,Global off,Global off,-2.0,-0.05405405405405406,-2.0,-0.08333333333333333,0.05405405405405406
15,1,2.0,1.0,Threat-like,Global off,4.0,35.0,0.11428571428571428,4.0,0.16666666666666666,CS-,ITI,2.0,1.0,Threat-like,Global off,3.0,49.0,0.061224489795918366,3.0,0.125,ITI,CS-,2.0,1.0,Threat-like,Global off,1.0,0.053061224489795916,1.0,0.04166666666666666,0.053061224489795916
6,21,1.0,1.0,Global off,Global off,2.0,38.0,0.05263157894736842,2.0,0.08333333333333333,CS+,CS-,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Global off,Global off,2.0,0.05263157894736842,2.0,0.08333333333333333,0.05263157894736842
6,25,1.0,1.0,Global off,Global off,2.0,38.0,0.05263157894736842,1.0,0.041666666666666664,ITI,ITI,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Global off,Global off,2.0,0.05263157894736842,1.0,0.041666666666666664,0.05263157894736842
8,6,3.0,1.0,Safety-like,Global off,3.0,43.0,0.06976744186046512,3.0,0.125,CS+,ITI,3.0,1.0,Safety-like,Global off,1.0,58.0,0.017241379310344827,1.0,0.041666666666666664,CS+,CS+,3.0,1.0,Safety-like,Global off,2.0,0.05252606255012029,2.0,0.08333333333333334,0.05252606255012029
