cohort,source,target,count,source_basin,target_basin,most_common_source_event,most_common_target_event,source_total,probability,subject_support_count,n_subjects_in_cohort,subject_support_prop,source_basin_label,target_basin_label
merged,28,31,7,4,4,ITI,CS-,169,0.04142011834319527,6,48,0.125,Global on,Global on
merged,14,2,6,2,1,ITI,ITI,146,0.0410958904109589,5,48,0.10416666666666667,Threat-like,Global off
merged,14,5,6,2,1,CS+,CS+,146,0.0410958904109589,6,48,0.125,Threat-like,Global off
merged,18,4,4,3,3,ITI,CS+,98,0.04081632653061224,4,48,0.08333333333333333,Safety-like,Safety-like
merged,4,8,8,3,3,ITI,ITI,202,0.039603960396039604,7,48,0.14583333333333334,Safety-like,Safety-like
merged,4,16,8,3,4,ITI,ITI,202,0.039603960396039604,6,48,0.125,Safety-like,Global on
merged,8,6,4,3,1,CS+,CS+,101,0.039603960396039604,4,48,0.08333333333333333,Safety-like,Global off
merged,8,13,4,3,2,CS-,CS-,101,0.039603960396039604,4,48,0.08333333333333333,Safety-like,Threat-like
merged,8,20,4,3,3,ITI,ITI,101,0.039603960396039604,3,48,0.0625,Safety-like,Safety-like
merged,5,8,7,1,3,ITI,ITI,177,0.03954802259887006,7,48,0.14583333333333334,Global off,Safety-like
merged,5,21,7,1,1,ITI,ITI,177,0.03954802259887006,7,48,0.14583333333333334,Global off,Global off
merged,5,32,7,1,4,ITI,CS+,177,0.03954802259887006,7,48,0.14583333333333334,Global off,Global on
merged,9,29,6,1,2,ITI,CS+,152,0.039473684210526314,6,48,0.125,Global off,Threat-like
merged,16,8,7,4,3,CS-,ITI,178,0.03932584269662921,7,48,0.14583333333333334,Global on,Safety-like
merged,16,9,7,4,1,CS-,ITI,178,0.03932584269662921,7,48,0.14583333333333334,Global on,Global off
merged,16,15,7,4,2,CS+,ITI,178,0.03932584269662921,6,48,0.125,Global on,Threat-like
merged,16,25,7,4,1,CS-,CS-,178,0.03932584269662921,5,48,0.10416666666666667,Global on,Global off
merged,1,3,15,1,1,ITI,ITI,389,0.038560411311053984,12,48,0.25,Global off,Global off
merged,20,31,10,3,4,ITI,ITI,260,0.038461538461538464,10,48,0.20833333333333334,Safety-like,Global on
merged,24,17,5,4,1,ITI,CS-,132,0.03787878787878788,4,48,0.08333333333333333,Global on,Global off
merged,24,23,5,4,4,ITI,ITI,132,0.03787878787878788,4,48,0.08333333333333333,Global on,Global on
merged,24,28,5,4,4,CS+,CS-,132,0.03787878787878788,5,48,0.10416666666666667,Global on,Global on
merged,24,29,5,4,2,ITI,ITI,132,0.03787878787878788,4,48,0.08333333333333333,Global on,Threat-like
merged,29,9,7,2,1,CS+,CS+,185,0.03783783783783784,7,48,0.14583333333333334,Threat-like,Global off
merged,29,16,7,2,4,CS-,CS-,185,0.03783783783783784,6,48,0.125,Threat-like,Global on
merged,29,20,7,2,3,CS+,ITI,185,0.03783783783783784,6,48,0.125,Threat-like,Safety-like
merged,29,27,7,2,4,ITI,ITI,185,0.03783783783783784,6,48,0.125,Threat-like,Global on
merged,27,9,3,4,1,ITI,ITI,80,0.0375,3,48,0.0625,Global on,Global off
merged,32,17,15,4,1,ITI,ITI,404,0.03712871287128713,11,48,0.22916666666666666,Global on,Global off
merged,32,30,15,4,4,ITI,ITI,404,0.03712871287128713,15,48,0.3125,Global on,Global on
merged,2,32,9,1,4,ITI,CS-,243,0.037037037037037035,8,48,0.16666666666666666,Global off,Global on
merged,31,1,8,4,1,CS-,ITI,216,0.037037037037037035,8,48,0.16666666666666666,Global on,Global off
merged,31,19,8,4,3,ITI,ITI,216,0.037037037037037035,7,48,0.14583333333333334,Global on,Safety-like
merged,13,4,9,2,3,ITI,ITI,244,0.036885245901639344,8,48,0.16666666666666666,Threat-like,Safety-like
merged,7,2,2,1,1,CS+,ITI,55,0.03636363636363636,2,48,0.041666666666666664,Global off,Global off
merged,7,4,2,1,3,CS+,CS+,55,0.03636363636363636,2,48,0.041666666666666664,Global off,Safety-like
merged,7,24,2,1,4,CS+,ITI,55,0.03636363636363636,2,48,0.041666666666666664,Global off,Global on
merged,23,2,3,4,1,CS+,ITI,83,0.03614457831325301,2,48,0.041666666666666664,Global on,Global off
merged,23,3,3,4,1,CS-,ITI,83,0.03614457831325301,3,48,0.0625,Global on,Global off
merged,23,4,3,4,3,CS+,CS+,83,0.03614457831325301,3,48,0.0625,Global on,Safety-like
merged,23,8,3,4,3,CS+,CS+,83,0.03614457831325301,3,48,0.0625,Global on,Safety-like
merged,23,13,3,4,2,ITI,ITI,83,0.03614457831325301,3,48,0.0625,Global on,Threat-like
merged,23,19,3,4,3,CS+,ITI,83,0.03614457831325301,3,48,0.0625,Global on,Safety-like
merged,23,29,3,4,2,CS+,ITI,83,0.03614457831325301,2,48,0.041666666666666664,Global on,Threat-like
merged,10,3,4,1,1,CS-,ITI,111,0.036036036036036036,3,48,0.0625,Global off,Global off
merged,10,5,4,1,1,ITI,ITI,111,0.036036036036036036,4,48,0.08333333333333333,Global off,Global off
merged,1,31,14,1,4,ITI,ITI,389,0.03598971722365039,12,48,0.25,Global off,Global on
merged,19,24,5,3,4,ITI,ITI,140,0.03571428571428571,5,48,0.10416666666666667,Safety-like,Global on
merged,21,4,4,1,3,ITI,CS+,112,0.03571428571428571,3,48,0.0625,Global off,Safety-like
merged,21,13,4,1,2,ITI,ITI,112,0.03571428571428571,4,48,0.08333333333333333,Global off,Threat-like
merged,15,4,3,2,3,CS+,ITI,84,0.03571428571428571,3,48,0.0625,Threat-like,Safety-like
merged,15,10,3,2,1,CS-,CS-,84,0.03571428571428571,3,48,0.0625,Threat-like,Global off
merged,15,21,3,2,1,ITI,ITI,84,0.03571428571428571,2,48,0.041666666666666664,Threat-like,Global off
merged,17,2,7,1,1,ITI,CS-,197,0.03553299492385787,7,48,0.14583333333333334,Global off,Global off
