cohort,state,occupancy,occupancy_prop,count_CSplus,count_CSminus,count_ITI,count_NONE,prop_CSplus,prop_CSminus,prop_ITI,cs_delta,dominant_event,enriched_event,max_enrichment,enrich_CSplus,enrich_CSminus,enrich_ITI,global_prop_CSplus,global_prop_CSminus,global_prop_ITI,basin,basin_label_readable,local_minimum_state,is_local_minimum,hamming_to_min,energy,binary,binary_01,sigma_pattern
HC,22,40,0.007043493572812115,2,8,30,0,0.05,0.2,0.75,-0.15000000000000002,ITI,ITI,0.1671509068497975,-0.16024828314844164,-0.006902623701355859,0.1671509068497975,0.21024828314844163,0.20690262370135587,0.5828490931502025,4,Global on,32,False,2,1.2733,10101,10101,+-+-+
PTSD,1,532,0.10252457120832531,91,111,330,0,0.17105263157894737,0.20864661654135339,0.6203007518796992,-0.03759398496240601,ITI,ITI,0.03194075958831366,-0.03418922619711737,0.002248466608803762,0.03194075958831366,0.20524185777606474,0.20639814993254962,0.5883599922913856,1,Global off,1,True,0,-1.2795,0,0,-----
PTSD,32,529,0.10194642513008287,118,121,290,0,0.22306238185255198,0.22873345935727787,0.5482041587901701,-0.0056710775047258966,ITI,CS-,0.02233530942472825,0.017820524076487237,0.02233530942472825,-0.04015583350121543,0.20524185777606474,0.20639814993254962,0.5883599922913856,4,Global on,32,True,0,-1.2635,11111,11111,+++++
PTSD,20,298,0.0574291771054153,42,49,207,0,0.14093959731543623,0.1644295302013423,0.6946308724832215,-0.023489932885906062,ITI,ITI,0.10627088019183595,-0.06430226046062851,-0.04196861973120733,0.10627088019183595,0.20524185777606474,0.20639814993254962,0.5883599922913856,3,Safety-like,20,True,0,-0.7541,11001,11001,++--+
PTSD,13,287,0.0553093081518597,74,66,147,0,0.2578397212543554,0.22996515679442509,0.5121951219512195,0.027874564459930307,ITI,CS+,0.05259786347829065,0.05259786347829065,0.02356700686187546,-0.07616487034016606,0.20524185777606474,0.20639814993254962,0.5883599922913856,2,Threat-like,13,True,0,-0.7568999999999999,110,110,--++-
PTSD,2,230,0.04432453266525342,49,53,128,0,0.21304347826086956,0.23043478260869565,0.5565217391304348,-0.017391304347826098,ITI,CS-,0.02403663267614603,0.0078016204848048165,0.02403663267614603,-0.03183825316095079,0.20524185777606474,0.20639814993254962,0.5883599922913856,1,Global off,1,False,1,-0.5604999999999999,10000,10000,+----
PTSD,4,227,0.04374638658701099,40,46,141,0,0.1762114537444934,0.2026431718061674,0.6211453744493393,-0.026431718061673992,ITI,ITI,0.03278538215795368,-0.02903040403157134,-0.00375497812638223,0.03278538215795368,0.20524185777606474,0.20639814993254962,0.5883599922913856,3,Safety-like,20,False,1,-0.4577,11000,11000,++---
PTSD,31,227,0.04374638658701099,47,48,132,0,0.20704845814977973,0.21145374449339208,0.5814977973568282,-0.004405286343612341,ITI,CS-,0.005055594560842452,0.001806600373714995,0.005055594560842452,-0.00686219493455742,0.20524185777606474,0.20639814993254962,0.5883599922913856,4,Global on,32,False,1,-0.5520999999999999,1111,1111,-++++
PTSD,5,209,0.04027751011755637,49,44,116,0,0.23444976076555024,0.21052631578947367,0.5550239234449761,0.02392344497607657,ITI,CS+,0.0292079029894855,0.0292079029894855,0.004128165856924049,-0.033336068846409495,0.20524185777606474,0.20639814993254962,0.5883599922913856,1,Global off,1,False,1,-0.3969,100,100,--+--
PTSD,16,200,0.03854307188282906,54,59,87,0,0.27,0.295,0.435,-0.024999999999999967,ITI,CS-,0.08860185006745036,0.06475814222393528,0.08860185006745036,-0.15335999229138558,0.20524185777606474,0.20639814993254962,0.5883599922913856,4,Global on,32,False,1,-0.4467000000000001,11110,11110,++++-
PTSD,28,195,0.037579495085758335,32,44,119,0,0.1641025641025641,0.22564102564102564,0.6102564102564103,-0.06153846153846154,ITI,ITI,0.021896417965024728,-0.04113929367350064,0.01924287570847602,0.021896417965024728,0.20524185777606474,0.20639814993254962,0.5883599922913856,4,Global on,32,False,1,-0.3880999999999999,11011,11011,++-++
PTSD,29,191,0.03680863364810175,46,39,106,0,0.24083769633507854,0.20418848167539266,0.5549738219895288,0.036649214659685875,ITI,CS+,0.0355958385590138,0.0355958385590138,-0.0022096682571569604,-0.033386170301856755,0.20524185777606474,0.20639814993254962,0.5883599922913856,2,Threat-like,13,False,1,-0.4537,111,111,--+++
PTSD,17,190,0.036615918288687606,25,27,138,0,0.13157894736842105,0.14210526315789473,0.7263157894736842,-0.01052631578947369,ITI,ITI,0.13795579718229867,-0.0736629104076437,-0.06429288677465489,0.13795579718229867,0.20524185777606474,0.20639814993254962,0.5883599922913856,1,Global off,1,False,1,-0.4559000000000001,1,1,----+
PTSD,9,164,0.03160531894391983,26,29,109,0,0.15853658536585366,0.17682926829268292,0.6646341463414634,-0.018292682926829257,ITI,ITI,0.07627415405007787,-0.04670527241021108,-0.029568881639866706,0.07627415405007787,0.20524185777606474,0.20639814993254962,0.5883599922913856,1,Global off,1,False,1,-0.1511,10,10,---+-
PTSD,24,163,0.031412603584505684,31,29,103,0,0.1901840490797546,0.17791411042944785,0.6319018404907976,0.012269938650306761,ITI,ITI,0.04354184819941198,-0.015057808696310127,-0.02848403950310177,0.04354184819941198,0.20524185777606474,0.20639814993254962,0.5883599922913856,4,Global on,32,False,1,-0.1411,11101,11101,+++-+
PTSD,14,145,0.02794372711505107,37,36,72,0,0.25517241379310346,0.2482758620689655,0.496551724137931,0.006896551724137945,ITI,CS+,0.04993055601703872,0.04993055601703872,0.04187771213641589,-0.09180826815345455,0.20524185777606474,0.20639814993254962,0.5883599922913856,2,Threat-like,13,False,1,-0.0887,10110,10110,+-++-
PTSD,25,126,0.02428213528618231,22,17,87,0,0.1746031746031746,0.1349206349206349,0.6904761904761905,0.03968253968253968,ITI,ITI,0.10211619818480488,-0.030638683172890147,-0.07147751501191471,0.10211619818480488,0.20524185777606474,0.20639814993254962,0.5883599922913856,1,Global off,1,False,2,0.2869,11,11,---++
